,Mass (GeV),Background,Data,mass_zprime_eta0p01_1000_data,mass_zprime_eta0p01_1200_data,mass_zprime_eta0p01_1400_data,mass_zprime_eta0p01_1600_data,mass_zprime_eta0p01_1800_data,mass_zprime_eta0p01_2000_data,mass_zprime_eta0p01_2200_data,mass_zprime_eta0p01_2400_data,mass_zprime_eta0p01_2600_data,mass_zprime_eta0p01_2800_data,mass_zprime_eta0p01_3000_data,mass_zprime_eta0p01_3200_data,mass_zprime_eta0p01_3400_data,mass_zprime_eta0p01_3600_data,mass_zprime_eta0p01_3800_data,mass_zprime_eta0p01_4000_data,mass_zprime_eta0p01_800_data,mass_zprime_eta0p03_1000_data,mass_zprime_eta0p03_1200_data,mass_zprime_eta0p03_1400_data,mass_zprime_eta0p03_1600_data,mass_zprime_eta0p03_1800_data,mass_zprime_eta0p03_2000_data,mass_zprime_eta0p03_2200_data,mass_zprime_eta0p03_2400_data,mass_zprime_eta0p03_2600_data,mass_zprime_eta0p03_2800_data,mass_zprime_eta0p03_3000_data,mass_zprime_eta0p03_3200_data,mass_zprime_eta0p03_3400_data,mass_zprime_eta0p03_3600_data,mass_zprime_eta0p03_3800_data,mass_zprime_eta0p03_4000_data,mass_zprime_eta0p03_800_data
38,835.9958,233.2588,233.2588,0.3101836398713826,0.023459037433155076,0.00776056610470275,0.0059935263936852475,0.002238349619083302,0.0006274623929532665,0.0007390172346163276,0.0004326796652719665,0.0002575388111888112,0.0,0.0,3.1250126991456936e-05,0.0,1.2641645671094825e-05,0.0,5.251547984425103e-06,0.11522435327933106,4.011234825997953,0.4241638051400076,0.10363584231637002,0.03607366221562809,0.03989191795378722,0.0,0.006571486875529211,0.001956385823938594,0.009446333254325671,0.0,0.0009175616279069765,0.00028036500802568215,0.0,0.0005730521335168616,0.0,0.0,9.140324155578298
39,867.3816,213.5514,213.5514,0.4135781864951768,0.05473775401069518,0.00776056610470275,0.001997842131228416,0.001119174809541651,0.0006274623929532665,0.0,0.00021633983263598326,0.0002575388111888112,8.013571462043111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8569565634595704,0.7069396752333461,0.2418169654048634,0.09018415553907022,0.01994595897689361,0.011304653211009173,0.006571486875529211,0.0058691574718157825,0.0,0.0,0.0009175616279069765,0.0008410950240770464,0.00017940842832469775,0.0,0.00022038866286366225,4.7588403975779734e-05,1.1425405194472873
40,902.2393,220.7766,220.7766,0.8271563729903536,0.10947550802139036,0.027161981366459625,0.001997842131228416,0.004476699238166604,0.001254924785906533,0.0007390172346163276,0.0012980389958158996,0.0002575388111888112,8.013571462043111e-05,0.00010079446457990114,6.250025398291387e-05,0.0,0.0,0.0,0.0,0.0,8.176747914534289,0.9190215778033499,0.17272640386061672,0.05411049332344214,0.03989191795378722,0.005652326605504587,0.013142973751058423,0.003912771647877188,0.009446333254325671,0.002170854379176926,0.001376342441860465,0.0,0.0,0.00022922085340674466,0.00022038866286366225,4.7588403975779734e-05,0.7616936796315249
41,937.2962,158.5095,158.5095,1.7921721414790994,0.12511486631016042,0.02328169831410825,0.007991368524913663,0.001119174809541651,0.0006274623929532665,0.0014780344692326552,0.00021633983263598326,0.0010301552447552448,8.013571462043111e-05,0.00010079446457990114,9.375038097437081e-05,1.995923442205235e-05,1.2641645671094825e-05,0.0,1.0503095968850206e-05,0.028806088319832765,16.97060887922211,0.5655517401866769,0.06909056154424668,0.05411049332344214,0.03989191795378722,0.0,0.006571486875529211,0.001956385823938594,0.0,0.0007236181263923086,0.0,0.00028036500802568215,0.00017940842832469775,0.0,0.000293851550484883,4.7588403975779734e-05,0.7616936796315249
42,973.7182,127.0987,127.0987,25.590150289389065,0.10947550802139036,0.031042264418811,0.011987052787370495,0.004476699238166604,0.001254924785906533,0.0011085258519244914,0.0006490194979079498,0.0,0.00024040714386129334,0.0,6.250025398291387e-05,0.0,1.2641645671094825e-05,8.003536346218867e-06,5.251547984425103e-06,0.0,228.7946633444217,1.5552672855133614,0.37999808849335676,0.09018415553907022,0.03989191795378722,0.022609306422018347,0.013142973751058423,0.003912771647877188,0.0,0.0014472362527846172,0.0009175616279069765,0.00028036500802568215,0.0005382252849740932,0.000343831280110117,0.0001469257752424415,0.00019035361590311894,0.7616936796315249
43,1012.8449,112.5678,112.5678,103.49794117041799,0.16421326203208556,0.04268311357586513,0.0059935263936852475,0.003357524428624953,0.0018823871788597995,0.0,0.00021633983263598326,0.0,8.013571462043111e-05,0.00010079446457990114,0.0,0.0,0.0,0.0,5.251547984425103e-06,0.0,922.5840099795292,1.9087371231300345,0.20727168463274004,0.05411049332344214,0.049864897442234025,0.022609306422018347,0.02300020406435224,0.0,0.0023615833135814178,0.0,0.0,0.0005607300160513643,0.0003588168566493955,0.00011461042670337233,0.0001469257752424415,9.517680795155947e-05,0.0
44,1052.2027,90.261,90.261,0.0,0.2658690909090909,0.031042264418811,0.01398489491859891,0.006715048857249906,0.002509849571813066,0.0003695086173081638,0.0,0.0,0.00024040714386129334,5.039723228995057e-05,3.1250126991456936e-05,1.995923442205235e-05,0.0,1.6007072692437733e-05,5.251547984425103e-06,0.0,2.3141739380757422,2.9691466359800534,0.5527244923539735,0.12625781775469833,0.06981085641912764,0.011304653211009173,0.009857230313293816,0.003912771647877188,0.0023615833135814178,0.0014472362527846172,0.00045878081395348826,0.0005607300160513643,0.0003588168566493955,0.0,0.000293851550484883,4.7588403975779734e-05,0.0
45,1091.7076,88.2988,88.2988,0.0,0.3518855614973262,0.03492254747116237,0.007991368524913663,0.004476699238166604,0.001254924785906533,0.0014780344692326552,0.0004326796652719665,0.0002575388111888112,0.00016027142924086223,5.039723228995057e-05,0.0,3.99184688441047e-05,0.0,8.003536346218867e-06,5.251547984425103e-06,0.0,0.3085565250767656,2.898452668456719,0.2418169654048634,0.12625781775469833,0.03989191795378722,0.01695697981651376,0.013142973751058423,0.011738314943631565,0.0,0.0,0.0009175616279069765,0.0008410950240770464,0.0003588168566493955,0.00022922085340674466,0.0001469257752424415,9.517680795155947e-05,0.0
46,1135.5739,74.8229,74.8229,0.0,1.9549197860962566,0.0776056610470275,0.01398489491859891,0.002238349619083302,0.0006274623929532665,0.0011085258519244914,0.0004326796652719665,0.0,0.00016027142924086223,0.0002015889291598023,0.0,5.987770326615705e-05,0.0,1.6007072692437733e-05,0.0,0.0,0.3085565250767656,20.99610835443038,1.0363584231637002,0.18036831107814044,0.059837876930680836,0.011304653211009173,0.009857230313293816,0.003912771647877188,0.0,0.0014472362527846172,0.00045878081395348826,0.0011214600321027286,0.00017940842832469775,0.00011461042670337233,0.0001469257752424415,0.00019035361590311894,0.38084683981576245
47,1179.6987,56.1475,56.1475,0.0,21.926380320855614,0.062084528837622,0.017980579181055743,0.01007257328587486,0.003764774357719599,0.0018475430865408189,0.0,0.0002575388111888112,8.013571462043111e-05,0.0,3.1250126991456936e-05,0.0,2.528329134218965e-05,1.6007072692437733e-05,1.0503095968850206e-05,0.0,0.0,201.97266521416697,0.5872697731260969,0.12625781775469833,0.08975681539602125,0.011304653211009173,0.019714460626587632,0.001956385823938594,0.0,0.0014472362527846172,0.0,0.00028036500802568215,0.00017940842832469775,0.00022922085340674466,0.0001469257752424415,0.0001427652119273392,0.0
48,1227.1102,62.7147,62.7147,0.0,35.8766879144385,0.124169057675244,0.025971947705969407,0.0055958740477082556,0.005019699143626132,0.002217051703848983,0.000865359330543933,0.0002575388111888112,0.00024040714386129334,0.0002015889291598023,9.375038097437081e-05,1.995923442205235e-05,2.528329134218965e-05,8.003536346218867e-06,0.0,0.0,0.3085565250767656,312.39664248561564,1.4509017924291803,0.23447880440158259,0.07978383590757444,0.022609306422018347,0.013142973751058423,0.007825543295754377,0.007084749940744253,0.002170854379176926,0.00045878081395348826,0.0008410950240770464,0.0008970421416234888,0.000687662560220234,0.000293851550484883,4.7588403975779734e-05,0.38084683981576245
49,1273.1646,37.7308,37.7308,0.0,0.0,0.10476764241348713,0.01398489491859891,0.008953398476333209,0.001254924785906533,0.0014780344692326552,0.00021633983263598326,0.0,0.00016027142924086223,5.039723228995057e-05,0.00015625063495728467,0.0,2.528329134218965e-05,8.003536346218867e-06,0.0,0.0,0.1542782625383828,0.28277587009333843,0.7254508962145901,0.27055246661721066,0.01994595897689361,0.022609306422018347,0.006571486875529211,0.0058691574718157825,0.0047231666271628355,0.0,0.0009175616279069765,0.00028036500802568215,0.00017940842832469775,0.00022922085340674466,0.0,4.7588403975779734e-05,0.0
50,1324.3304,39.8788,39.8788,0.0,0.0,1.1912468970718721,0.05394173754316723,0.014549272524041463,0.00878447350134573,0.0025865603211571464,0.000865359330543933,0.0005150776223776224,0.00032054285848172445,0.0003023833937397034,3.1250126991456936e-05,1.995923442205235e-05,5.05665826843793e-05,1.6007072692437733e-05,5.251547984425103e-06,0.0,0.0,0.07069396752333461,11.814486024066182,0.3246629599406528,0.1695406513035957,0.056523266055045866,0.02300020406435224,0.013694700767570159,0.007084749940744253,0.0014472362527846172,0.001376342441860465,0.0,0.000717633713298791,0.0,0.0001469257752424415,0.00019035361590311894,0.0
51,1375.787,28.0058,28.0058,0.0,0.0,4.047135223602484,0.0379590004933399,0.007834223666791557,0.002509849571813066,0.0014780344692326552,0.00021633983263598326,0.0,0.0,0.0002015889291598023,0.00012500050796582774,0.0,2.528329134218965e-05,0.0,1.5754643953275308e-05,0.0,0.0,0.0,37.48162963775383,0.3066261288328388,0.12964873334980848,0.01695697981651376,0.006571486875529211,0.00978192911969297,0.0047231666271628355,0.0007236181263923086,0.00045878081395348826,0.0,0.0003588168566493955,0.0004584417068134893,7.346288762122076e-05,0.00019035361590311894,0.0
52,1429.2482,22.4561,22.4561,0.0,0.0,24.63203681632653,0.08990289590527871,0.025741020619457974,0.009411935894298997,0.0025865603211571464,0.0004326796652719665,0.001287694055944056,0.00016027142924086223,0.00010079446457990114,6.250025398291387e-05,7.98369376882094e-05,1.2641645671094825e-05,8.003536346218867e-06,1.5754643953275308e-05,0.0,0.0,0.0,218.2916291990474,1.190430853115727,0.09972979488446805,0.07348024587155963,0.01642871718882303,0.01760747241544735,0.0023615833135814178,0.0028944725055692344,0.00275268488372093,0.0005607300160513643,0.0008970421416234888,0.0004584417068134893,0.0003673144381061038,0.00033311882783045813,0.0
53,1484.7938,21.2518,21.2518,0.0,0.0,0.0,0.08191152738036504,0.011191748095416511,0.0056471615365793985,0.0018475430865408189,0.001730718661087866,0.0005150776223776224,0.0,0.00010079446457990114,3.1250126991456936e-05,7.98369376882094e-05,1.2641645671094825e-05,1.6007072692437733e-05,5.251547984425103e-06,0.0,0.0,0.07069396752333461,0.17272640386061672,1.0461362042532147,0.13962171283825528,0.022609306422018347,0.013142973751058423,0.003912771647877188,0.0047231666271628355,0.002170854379176926,0.0009175616279069765,0.00028036500802568215,0.0003588168566493955,0.00022922085340674466,7.346288762122076e-05,4.7588403975779734e-05,0.0
54,1542.4913,17.2298,17.2298,0.0,0.0,0.003880283052351375,1.3465455964479522,0.03805194352441613,0.009411935894298997,0.0062816464942387846,0.0012980389958158996,0.0,0.00032054285848172445,0.00010079446457990114,0.00012500050796582774,1.995923442205235e-05,7.584987402656895e-05,2.40106090386566e-05,1.0503095968850206e-05,0.0,0.0,0.0,0.03454528077212334,13.220997202027695,0.28921640516495734,0.11869885871559632,0.03614317781541066,0.015651086591508753,0.007084749940744253,0.004341708758353852,0.002293904069767441,0.0008410950240770464,0.0010764505699481864,0.0004584417068134893,0.000293851550484883,0.0001427652119273392,0.0
55,1602.4354,15.4294,9.701,0.0,0.0,0.0,14.398448239763193,0.027979370238541277,0.003764774357719599,0.0014780344692326552,0.000865359330543933,0.0005150776223776224,0.00016027142924086223,0.00010079446457990114,9.375038097437081e-05,5.987770326615705e-05,2.528329134218965e-05,8.003536346218867e-06,0.0,0.0,0.0,0.0,0.03454528077212334,127.15965931008903,0.13962171283825528,0.056523266055045866,0.0032857434377646056,0.00978192911969297,0.014169499881488506,0.0028944725055692344,0.001835123255813953,0.00028036500802568215,0.0003588168566493955,0.00022922085340674466,0.00022038866286366225,0.0001427652119273392,0.0
56,1662.592,13.0745,13.5152,0.0,0.0,0.0,0.001997842131228416,0.08505728552516548,0.013804172644971862,0.0062816464942387846,0.0010816991631799164,0.0005150776223776224,0.00016027142924086223,0.0001511916968698517,0.00015625063495728467,3.99184688441047e-05,2.528329134218965e-05,1.6007072692437733e-05,2.6257739922125516e-05,0.0,0.0,0.0,0.0,0.46895760880316517,0.8277572975410848,0.11869885871559632,0.0591433818797629,0.01956385823938594,0.009446333254325671,0.0028944725055692344,0.003670246511627906,0.0008410950240770464,0.0003588168566493955,0.00011461042670337233,0.00022038866286366225,0.00019035361590311894,0.0
57,1727.1992,10.7179,16.6742,0.0,0.0,0.0,0.001997842131228416,0.35589758943424504,0.018823871788597995,0.004064594790389802,0.0006490194979079498,0.0,0.00024040714386129334,0.0002015889291598023,3.1250126991456936e-05,3.99184688441047e-05,1.2641645671094825e-05,2.40106090386566e-05,5.251547984425103e-06,0.0,0.0,0.0,0.03454528077212334,0.03607366221562809,3.3708670670950203,0.14696049174311926,0.03285743437764606,0.02347662988726313,0.01180791656790709,0.003618090631961543,0.001376342441860465,0.0014018250401284108,0.0,0.00022922085340674466,0.0001469257752424415,4.7588403975779734e-05,0.0
58,1796.5977,8.5939,8.5939,0.0,0.0,0.0,0.0,8.317707184513552,0.032000582040616586,0.011085258519244913,0.003461437322175732,0.0007726164335664336,0.0008013571462043112,0.00010079446457990114,6.250025398291387e-05,9.979617211026176e-05,1.2641645671094825e-05,4.001768173109433e-05,2.6257739922125516e-05,0.0,0.0,0.0,0.0,0.018036831107814046,74.39842698381317,0.2939209834862385,0.08871507281964436,0.02934578735907891,0.009446333254325671,0.005788945011138469,0.00275268488372093,0.0005607300160513643,0.000717633713298791,0.000343831280110117,0.0001469257752424415,0.00023794201987889868,0.0
59,1868.7953,8.4073,5.7109,0.0,0.0,0.0,0.0,0.0,0.060863852116466846,0.005542629259622457,0.0030287576569037657,0.0005150776223776224,0.0004006785731021556,0.0003023833937397034,0.00015625063495728467,1.995923442205235e-05,2.528329134218965e-05,8.003536346218867e-06,1.0503095968850206e-05,0.0,0.0,0.0,0.0,0.0,0.1894866102804893,0.48044776146788987,0.05585763844199829,0.01956385823938594,0.0023615833135814178,0.005788945011138469,0.00045878081395348826,0.0011214600321027286,0.0003588168566493955,0.000343831280110117,0.0001469257752424415,9.517680795155947e-05,0.0
60,1938.9409,5.9042,0.9537,0.0,0.0,0.0,0.0,0.001119174809541651,0.44110606224614635,0.01071574990193675,0.004326796652719666,0.0010301552447552448,0.0008013571462043112,0.000705561252059308,6.250025398291387e-05,1.995923442205235e-05,5.05665826843793e-05,4.80212180773132e-05,2.6257739922125516e-05,0.0,0.0,0.0,0.0,0.0,0.059837876930680836,4.307072873394495,0.13142973751058423,0.04108410230271048,0.02361583313581418,0.00506532688474616,0.003670246511627906,0.0028036500802568216,0.0010764505699481864,0.0005730521335168616,0.00022038866286366225,0.00019035361590311894,0.0
61,2016.8498,4.9481,1.9133,0.0,0.0,0.0,0.0,0.0,4.4894934215806215,0.01847543086540819,0.0038941169874476987,0.002317849300699301,0.0008814928608247422,0.0003023833937397034,0.0002500010159316555,1.995923442205235e-05,3.792493701328447e-05,2.40106090386566e-05,3.1509287906550616e-05,0.0,0.0,0.0,0.0,0.0,0.0,40.12586657247706,0.1741444022015241,0.03717133065483329,0.014169499881488506,0.006512563137530777,0.004587808139534882,0.001962555056179775,0.0005382252849740932,0.000343831280110117,7.346288762122076e-05,0.0002855304238546784,0.0
62,2095.2213,3.924,8.6938,0.0,0.0,0.0,0.0,0.0,0.0006274623929532665,0.10087585252512872,0.004110456820083682,0.0030904657342657343,0.0008814928608247422,0.0007559584843492586,9.375038097437081e-05,0.0001596738753764188,6.320822835547412e-05,6.402829076975093e-05,3.676083589097572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.10174187889908257,0.9692943141405587,0.06064796054209642,0.03070058307655843,0.009407035643100012,0.005046588953488371,0.0028036500802568216,0.0017940842832469776,0.0009168834136269787,0.0004407773257273245,0.00023794201987889868,0.0
63,2176.6401,3.2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8160251725055163,0.007788233974895397,0.0036055433566433565,0.0005609500023430178,0.0006047667874794068,0.00031250126991456934,0.0001596738753764188,5.05665826843793e-05,4.001768173109433e-05,2.6257739922125516e-05,0.0,0.0,0.0,0.0,0.018036831107814046,0.0,0.0,25.05379371295512,0.11347037778843846,0.025977416449395597,0.01519598065423848,0.003211465697674418,0.0008410950240770464,0.0005382252849740932,0.0005730521335168616,7.346288762122076e-05,0.00023794201987889868,0.0
64,2261.2207,2.5509,4.8418,0.0,0.0,0.0,0.0,0.0,0.0,0.005173120642314293,0.04153724786610879,0.004120620979020979,0.0015225785777881911,0.0005039723228995057,0.0002812511429231124,0.00017963310979847116,2.528329134218965e-05,4.80212180773132e-05,1.5754643953275308e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25957373158340385,0.38736439313984167,0.02833899976297701,0.008683417516707703,0.006422931395348836,0.002523285072231139,0.0008970421416234888,0.0012607146937370956,0.0007346288762122076,0.00019035361590311894,0.0
65,2349.0886,2.0454,2.8809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3450620330543933,0.005923392657342657,0.002083528580131209,0.00045357509060955513,0.00031250126991456934,0.00013971464095436644,8.849151969766377e-05,5.6024754423532066e-05,3.1509287906550616e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013142973751058423,3.282815412568961,0.04723166627162836,0.022432161918161567,0.00825805465116279,0.001962555056179775,0.0021529011398963727,0.000687662560220234,0.0004407773257273245,0.00019035361590311894,0.0
66,2437.2713,1.6401,4.7896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3802481322175733,0.018800333216783215,0.002644478582474227,0.0011087391103789127,0.00034375139690602627,0.00021955157864257584,3.792493701328447e-05,4.80212180773132e-05,3.676083589097572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.084595234468695,0.19364983171367625,0.028221106929300036,0.009634397093023253,0.0033643800963081855,0.0010764505699481864,0.0012607146937370956,0.000587703100969766,0.0003807072318062379,0.0
67,2535.199,1.2863,1.8937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021633983263598326,0.14885743286713288,0.00576977145267104,0.0010079446457990115,0.000531252158854768,0.0001596738753764188,0.00012641645671094824,8.803889980840753e-05,3.1509287906550616e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032857434377646056,0.01956385823938594,1.5232212372600145,0.043417087583538516,0.011928301162790695,0.006168030176565007,0.0026911264248704663,0.0009168834136269787,0.0008080917638334283,0.00019035361590311894,0.0
68,2637.0629,1.0314,1.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9078243094405595,0.014584700060918462,0.0014615197364085666,0.000968753936735165,0.00021955157864257584,0.00021490797640861202,7.20318271159698e-05,3.1509287906550616e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032857434377646056,0.0,7.946727850201471,0.13821106214093093,0.015139766860465113,0.006448395184590689,0.0023323095682210707,0.0016045459738472127,0.000881554651454649,0.0002855304238546784,0.0
69,2739.5339,0.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16267550067947517,0.003023833937397034,0.0010312541907180788,0.0002794292819087329,0.0001516997480531379,6.402829076975093e-05,4.2012383875400824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003912771647877188,0.01180791656790709,1.589789023683902,0.02431538313953488,0.006728760192616371,0.0032293517098445595,0.0021775981073640744,0.000587703100969766,0.0006186492516851366,0.0
70,2845.9867,0.6345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003695086173081638,0.0,0.0,0.48642378774601686,0.012649705304777594,0.0010937544447009928,0.00033930698517488996,0.00017698303939532755,9.60424361546264e-05,3.1509287906550616e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023615833135814178,4.241849456911713,0.12478838139534881,0.008410950240770465,0.003588168566493955,0.0019483772539573296,0.001175406201939532,0.0005710608477093568,0.0
71,2952.8207,0.4976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.013571462043111e-05,0.3448178633278418,0.0016875068575386745,0.0006386955015056752,0.00022754962207970685,0.00012805658153950187,7.877321976637655e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005788945011138469,3.0389641116279065,0.01710226548956661,0.004485210708117444,0.003094481520991053,0.0006611659885909868,0.0003807072318062379,0.0
72,3071.4607,0.3818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057856022668863256,0.014468808797044562,0.0012773910030113504,0.00048038253550160336,0.00011204950884706413,5.7767027828676136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001956385823938594,0.0,0.0007236181263923086,0.5716408941860464,0.14494870914927768,0.010046871986183073,0.003552923227804542,0.001175406201939532,0.0009041796755398149,0.0
73,3190.8086,0.2897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.039723228995057e-05,0.24746975564534748,0.0026346189437109102,0.0004550992441594137,0.00020809194500169054,8.927631573522675e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007236181263923086,0.001835123255813953,2.2098369932584268,0.024758363108808287,0.003552923227804542,0.0013223319771819735,0.0009517680795155947,0.0
74,3314.7939,0.2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.375038097437081e-05,0.023432141211489458,0.0010745398820430601,0.00029613084481009804,0.00013128869961062756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001956385823938594,0.0,0.0007236181263923086,0.00045878081395348826,0.008130585232744783,0.24022788552677027,0.009398054989676531,0.0028650526172276096,0.0009993564834913744,0.0
75,3447.9754,0.1649,0.9449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14155089052119527,0.004778542063673844,0.000360159135579849,0.0001575464395327531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001956385823938594,0.0,0.0,0.0,0.0011214600321027286,1.2433004082901553,0.04252046830695114,0.003526218605818596,0.0009517680795155947,0.0
76,3581.9523,0.1238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99184688441047e-05,0.10176524765231335,0.0017127567780908374,0.00021531346736142922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028036500802568215,0.001973492711571675,0.911725944425327,0.01461911463662293,0.0029028926425225636,0.0
77,3721.1329,0.0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014806542240504903,0.000509400154489235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003588168566493955,0.0032090919476944254,0.14927658764632057,0.004901605609505312,0.0
78,3865.7215,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052431166604079794,0.003161431886623912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022922085340674466,0.4577472527678265,0.030218636524620132,0.0
79,4018.4798,0.0484,0.9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.003536346218867e-06,0.040904307250687125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011461042670337233,0.00022038866286366225,0.3659072381697704,0.0
80,4177.2719,0.0344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0503095968850206e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022038866286366225,0.0007614144636124757,0.0
81,4339.5815,0.0247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017940842832469775,0.00011461042670337233,0.0,0.0,0.0
82,4508.1907,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022038866286366225,9.517680795155947e-05,0.0
83,4677.4054,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,4865.3186,0.0078239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.346288762122076e-05,0.0,0.0
85,5060.7795,0.0051992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,5250.7257,0.0033795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011461042670337233,0.0,0.0,0.0
87,5461.665,0.0021726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,5673.8591,0.0013661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,5886.9333,0.001801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
