,Mass (GeV),Background,Data,mass_zprime_eta0p01_1000_data,mass_zprime_eta0p01_1200_data,mass_zprime_eta0p01_1400_data,mass_zprime_eta0p01_1600_data,mass_zprime_eta0p01_1800_data,mass_zprime_eta0p01_2000_data,mass_zprime_eta0p01_2200_data,mass_zprime_eta0p01_2400_data,mass_zprime_eta0p01_2600_data,mass_zprime_eta0p01_2800_data,mass_zprime_eta0p01_3000_data,mass_zprime_eta0p01_3200_data,mass_zprime_eta0p01_3400_data,mass_zprime_eta0p01_3600_data,mass_zprime_eta0p01_3800_data,mass_zprime_eta0p01_4000_data,mass_zprime_eta0p01_800_data,mass_zprime_eta0p03_1000_data,mass_zprime_eta0p03_1200_data,mass_zprime_eta0p03_1400_data,mass_zprime_eta0p03_1600_data,mass_zprime_eta0p03_1800_data,mass_zprime_eta0p03_2000_data,mass_zprime_eta0p03_2200_data,mass_zprime_eta0p03_2400_data,mass_zprime_eta0p03_2600_data,mass_zprime_eta0p03_2800_data,mass_zprime_eta0p03_3000_data,mass_zprime_eta0p03_3200_data,mass_zprime_eta0p03_3400_data,mass_zprime_eta0p03_3600_data,mass_zprime_eta0p03_3800_data,mass_zprime_eta0p03_4000_data,mass_zprime_eta0p03_800_data
15,345.639,5729.6703,5729.6703,0.0,0.007819679144385026,0.003880283052351375,0.0,0.0,0.0,0.0,0.0,0.0002575388111888112,8.013571462043111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0864182649594983,0.3085565250767656,0.07069396752333461,0.06909056154424668,0.018036831107814046,0.009972979488446805,0.0,0.0032857434377646056,0.0,0.0,0.0,0.0,0.00028036500802568215,0.0,0.0,0.0,0.0,1.1425405194472873
16,359.5276,5074.6101,5074.6101,0.0,0.0,0.0,0.001997842131228416,0.001119174809541651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2641645671094825e-05,0.0,0.0,0.0,0.1542782625383828,0.07069396752333461,0.0,0.0,0.009972979488446805,0.0,0.0032857434377646056,0.003912771647877188,0.0,0.0007236181263923086,0.0,0.0,0.0,0.00011461042670337233,0.0001469257752424415,4.7588403975779734e-05,1.5233873592630498
17,373.4996,4544.3559,4544.3559,0.017232424437299033,0.007819679144385026,0.0,0.0,0.001119174809541651,0.0006274623929532665,0.0,0.0,0.0,8.013571462043111e-05,0.0,0.0,0.0,1.2641645671094825e-05,0.0,0.0,0.11522435327933106,0.1542782625383828,0.14138793504666922,0.03454528077212334,0.03607366221562809,0.0,0.0,0.0,0.0,0.0,0.0007236181263923086,0.0,0.0005607300160513643,0.0,0.0,7.346288762122076e-05,4.7588403975779734e-05,0.7616936796315249
18,388.0144,4024.7936,4024.7936,0.03446484887459807,0.0,0.003880283052351375,0.0,0.0,0.0,0.0007390172346163276,0.0,0.0,0.0,0.0,0.0,0.0,2.528329134218965e-05,0.0,0.0,0.11522435327933106,0.0,0.07069396752333461,0.06909056154424668,0.0,0.01994595897689361,0.005652326605504587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011461042670337233,7.346288762122076e-05,9.517680795155947e-05,0.38084683981576245
19,403.6059,3564.6482,3564.6482,0.017232424437299033,0.0,0.003880283052351375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.003536346218867e-06,0.0,0.11522435327933106,0.0,0.0,0.0,0.0,0.0,0.011304653211009173,0.0,0.003912771647877188,0.0,0.0007236181263923086,0.0,0.00028036500802568215,0.0,0.0,7.346288762122076e-05,0.0,1.9042341990788123
20,419.2904,3088.099,3088.099,0.03446484887459807,0.0,0.011640849157054125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.039723228995057e-05,0.0,0.0,0.0,0.0,0.0,0.11522435327933106,0.1542782625383828,0.14138793504666922,0.0,0.0,0.0,0.011304653211009173,0.009857230313293816,0.001956385823938594,0.0,0.0,0.0,0.00028036500802568215,0.0003588168566493955,0.0,0.0,4.7588403975779734e-05,1.5233873592630498
21,435.5844,2675.2584,2675.2584,0.0516972733118971,0.015639358288770052,0.011640849157054125,0.0,0.001119174809541651,0.0,0.0003695086173081638,0.00021633983263598326,0.0,0.0,5.039723228995057e-05,3.1250126991456936e-05,0.0,0.0,0.0,0.0,0.11522435327933106,0.4628347876151484,0.28277587009333843,0.03454528077212334,0.0,0.01994595897689361,0.0,0.0,0.001956385823938594,0.0,0.0007236181263923086,0.00045878081395348826,0.0,0.0,0.00011461042670337233,0.0,4.7588403975779734e-05,0.7616936796315249
22,452.5118,2369.3925,2369.3925,0.0,0.015639358288770052,0.0,0.001997842131228416,0.0,0.0006274623929532665,0.0003695086173081638,0.0,0.0,0.0,5.039723228995057e-05,3.1250126991456936e-05,0.0,0.0,8.003536346218867e-06,0.0,0.20164261823882934,0.0,0.14138793504666922,0.0,0.0,0.009972979488446805,0.0,0.0,0.001956385823938594,0.0,0.0,0.0009175616279069765,0.00028036500802568215,0.00017940842832469775,0.00011461042670337233,0.0001469257752424415,4.7588403975779734e-05,0.7616936796315249
23,470.0963,1963.894,1963.894,0.0516972733118971,0.023459037433155076,0.003880283052351375,0.0,0.001119174809541651,0.0,0.0,0.0,0.0002575388111888112,8.013571462043111e-05,0.0,3.1250126991456936e-05,0.0,1.2641645671094825e-05,8.003536346218867e-06,0.0,0.1728365299189966,0.3085565250767656,0.14138793504666922,0.20727168463274004,0.03607366221562809,0.0,0.0,0.0,0.0,0.0023615833135814178,0.0007236181263923086,0.0,0.00028036500802568215,0.00017940842832469775,0.0,7.346288762122076e-05,4.7588403975779734e-05,1.9042341990788123
24,488.9865,1797.9857,1797.9857,0.017232424437299033,0.015639358288770052,0.003880283052351375,0.001997842131228416,0.001119174809541651,0.001254924785906533,0.0,0.0004326796652719665,0.0,0.0,0.0,3.1250126991456936e-05,0.0,1.2641645671094825e-05,0.0,0.0,0.1728365299189966,0.4628347876151484,0.07069396752333461,0.06909056154424668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045878081395348826,0.0,0.00017940842832469775,0.00022922085340674466,0.0,0.0,1.1425405194472873
25,507.9893,1592.4196,1592.4196,0.03446484887459807,0.007819679144385026,0.0,0.001997842131228416,0.001119174809541651,0.0,0.0003695086173081638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0503095968850206e-05,0.1728365299189966,0.3085565250767656,0.07069396752333461,0.03454528077212334,0.03607366221562809,0.009972979488446805,0.0,0.0032857434377646056,0.001956385823938594,0.0,0.0014472362527846172,0.0,0.0,0.0,0.0,0.0,4.7588403975779734e-05,2.2850810388945746
